(BB ((S nand) I)), nan, nan, -2.7915946352532375, -2.7915946352532375, -2.7915946352532375
((S nand) I), nan, -2.4822069303914827, -2.5039125628014567, -2.5039125628014567, -2.5039125628014567
S, -2.833213344056216, -1.770122548811787, -2.7393424170266467, -2.7393424170266467, -2.7393424170266467
I, -2.833213344056216, -3.1016663951602688, -3.8723009697703414, -3.8723009697703414, -3.8723009697703414
C, -2.833213344056216, -3.443618097546108, -3.414442608412176, -3.414442608412176, -3.414442608412176
B, -2.833213344056216, -3.443618097546108, -3.414442608412176, -3.414442608412176, -3.414442608412176
((BB ((S nand) I)) nand), nan, nan, -3.484741815813183, -3.484741815813183, -3.484741815813183
(S nand), nan, -1.7890597498315377, -2.098447454693292, -2.098447454693292, -2.098447454693292
snd, -2.833213344056216, -3.443618097546108, -3.414442608412176, -3.414442608412176, -3.414442608412176
nand, -2.833213344056216, -2.444684491068393, -2.7393424170266467, -2.7393424170266467, -2.7393424170266467
fst, -2.833213344056216, -3.443618097546108, -3.414442608412176, -3.414442608412176, -3.414442608412176
SB, -2.833213344056216, -3.443618097546108, -3.414442608412176, -3.414442608412176, -3.414442608412176
SC, -2.833213344056216, -3.443618097546108, -3.414442608412176, -3.414442608412176, -3.414442608412176
SS, -2.833213344056216, -3.443618097546108, -3.414442608412176, -3.414442608412176, -3.414442608412176
CS, -2.833213344056216, -3.443618097546108, -3.414442608412176, -3.414442608412176, -3.414442608412176
CB, -2.833213344056216, -3.443618097546108, -3.414442608412176, -3.414442608412176, -3.414442608412176
CC, -2.833213344056216, -3.443618097546108, -3.414442608412176, -3.414442608412176, -3.414442608412176
BC, -2.833213344056216, -3.443618097546108, -3.414442608412176, -3.414442608412176, -3.414442608412176
BB, -2.833213344056216, -3.443618097546108, -2.0719800976097886, -2.0719800976097886, -2.0719800976097886
BS, -2.833213344056216, -3.443618097546108, -3.414442608412176, -3.414442608412176, -3.414442608412176
pair, -2.833213344056216, -3.443618097546108, -3.414442608412176, -3.414442608412176, -3.414442608412176
